effect,coef,se,p,horizon,n,p_fdr
pe_value,7.485072147047385,4.167548903760475,0.07248862829600498,xret_T+63d,15835,0.7490491590587182
new_highs:pb_value,-3.8424672777770237,2.3398172629490714,0.10054684778096132,xret_T+63d,15835,0.9261238348616424
below_200dma:low_beta,1.4528907674962035,0.9210395411212378,0.11469278139999294,xret_T+63d,15835,0.9292281115912977
not_distress:pb_value,-3.813383395168015,2.4839431088366704,0.12473135364402187,xret_T+63d,15835,0.9872353947994923
golden_cross,-2.9574736792659087,4.71614501306519,0.5305965860911959,xret_T+63d,15835,0.998345388071379
darvas,-0.6172430892136549,4.237093711105213,0.8841771263891907,xret_T+63d,15835,0.998345388071379
below_200dma,1.607638354360671,3.3979202046979466,0.6361245565126574,xret_T+63d,15835,0.998345388071379
reversal_weekly,-1.8567648089110245,3.4605029604497184,0.5915721113954358,xret_T+63d,15835,0.998345388071379
reversal_monthly,-1.5532267172869774,3.374393262683344,0.6453022839618263,xret_T+63d,15835,0.998345388071379
low_beta,1.9868258922141488,3.9546352345433387,0.6153831290622174,xret_T+63d,15835,0.998345388071379
piotroski,-2.5670186971751985,27.766726649947543,0.9263409496215672,xret_T+63d,15835,0.998345388071379
coffee_can,2.3928250254236142e-14,2.329562144137995e-12,0.9918046205457682,xret_T+63d,15835,0.998345388071379
magic_formula,1.2393553730825704e-13,4.2015572554256677e-13,0.7680127917987893,xret_T+63d,15835,0.998345388071379
bull_cartel,12.652000439536021,41.883046230239245,0.7625916273961402,xret_T+63d,15835,0.998345388071379
roce_plus,-6.2042027874948324,144.95187393991097,0.9658595199323914,xret_T+63d,15835,0.998345388071379
sloan_quality,-2.0920547721113203,8.221068687315121,0.7991287736773807,xret_T+63d,15835,0.998345388071379
not_distress,-0.9115573228729539,95.6073540138533,0.9923927766597697,xret_T+63d,15835,0.998345388071379
capacity_expansion,2.9770365943005803,11.876773115804593,0.8020766864553793,xret_T+63d,15835,0.998345388071379
growth_stocks,3.533273461782295e-15,2.581691794986294e-13,0.9890805852724162,xret_T+63d,15835,0.998345388071379
graham_10y,2.1620596415333812e-13,8.847074136746068e-13,0.8069355089802794,xret_T+63d,15835,0.998345388071379
small_cap_growth,16.397157984751317,11.571273928771813,0.1564661805763648,xret_T+63d,15835,0.998345388071379
pead_positive_surprise,2.9783543602864104,89.74502331539016,0.9735255868972049,xret_T+63d,15835,0.998345388071379
debt_reduction,-5.838260603101178,103.39640202276581,0.9549715097788232,xret_T+63d,15835,0.998345388071379
net_margin,2.701562745074247,83.47545216362461,0.974182122731883,xret_T+63d,15835,0.998345388071379
operating_margin,-0.5037537546883959,34.9581251032518,0.9885027176970119,xret_T+63d,15835,0.998345388071379
pb_value,-2.983522690178308,77.59610813586694,0.969329385978005,xret_T+63d,15835,0.998345388071379
ps_value,-1.5139156323027163,4.479613437408602,0.7353957748943065,xret_T+63d,15835,0.998345388071379
ev_ebitda_value,-2.4358609860754943e-13,6.738876764094297e-12,0.9711656289462204,xret_T+63d,15835,0.998345388071379
peg_value,0.8992176403338317,3.8093698257021043,0.8133906344513028,xret_T+63d,15835,0.998345388071379
fcf_yield,1.4619902798943908e-14,1.8879024932109397e-12,0.9938212496798868,xret_T+63d,15835,0.998345388071379
eps_growth,-7.595647078234523,49.50647668377741,0.8780612851619304,xret_T+63d,15835,0.998345388071379
roic_value,-3.8538568769973356,72.30957711117394,0.9574955641533192,xret_T+63d,15835,0.998345388071379
fcf_margin,-1.5904682515780566,6.006343897861116,0.7911650263656571,xret_T+63d,15835,0.998345388071379
net_debt_ebitda,4.061974847893395,70.04466775074914,0.9537556322982959,xret_T+63d,15835,0.998345388071379
ev_sales,-0.07426752289866556,3.195858129370518,0.9814598851251464,xret_T+63d,15835,0.998345388071379
low_asset_growth,-7.244820415662201,8.775185583688305,0.40902927638919595,xret_T+63d,15835,0.998345388071379
